0,1,2,3,4,5,6,7,8,9
-0.7176464,0.14441216,-0.59615403,1.6071354,-1.0423827,1.8203846,-0.68058926,0.85879356,-0.38461795,0.025029518
-0.063968,0.5677545,0.5937959,1.1411624,1.3806505,-2.2094638,1.2363647,-0.24505353,-0.013582893,-1.2228965
1.3727558,-0.10754034,0.012835164,-0.27478635,-0.46786952,-0.7504259,-0.0032039657,0.41403955,-0.026225835,0.8208346
0.100812286,-0.6876061,0.42877477,-1.7438686,0.46408314,0.039922208,-2.3599045,-1.5217276,-0.82995045,-0.8792714
-0.5648934,0.78988546,-3.0438669,1.4134696,-2.4537487,3.4539342,-1.5685554,1.4914626,-0.85900235,2.102275
-1.6710901,-0.60578525,-0.83875185,0.1326465,0.6311666,-1.5861032,0.024180532,0.8280841,-0.37937608,-0.6650815
-1.2089897,-0.59258,-0.047329128,-0.84277916,0.7982791,0.78071284,-0.32221213,-2.0854905,0.33909816,-0.4153583
0.010018421,-0.12441836,-0.4954509,-1.1750352,0.5618906,0.7271339,0.8973017,0.7069587,0.40492147,0.26207152
-0.118071906,0.9210528,1.0201192,0.6588614,-0.25092608,-0.5727045,0.88727194,-1.2611529,-0.17644715,-0.793822
1.2605518,0.87670285,0.9900943,0.19984776,-0.15795043,2.0251265,1.6376827,0.0785632,0.5324747,-1.0829909
-0.052277587,0.5938499,0.020185113,-0.39150265,2.236998,-0.48742396,-0.19568871,1.9744017,0.10069978,-0.5228428
0.0057904455,1.1097541,-0.57239294,0.11782336,-0.52305603,-0.2629972,-0.38767812,0.1031234,-0.36246,0.9231221
-1.0412173,-0.34370103,0.67389935,0.3940326,-0.71267754,-0.22023267,-0.3042972,-0.42173105,1.0007938,0.46611673
0.8007123,1.3247067,-1.404835,0.014903888,0.03272446,0.3157048,-0.6534191,0.4807823,-0.4931979,-0.0009624697
1.5435162,-1.8457837,0.46488625,0.6577464,-0.16258332,0.46693492,-0.068046615,-0.36263463,0.9559343,0.79743224
-0.99978226,1.298335,-1.8747877,1.124198,0.017596722,2.6295877,-2.2726007,0.4285667,-0.643322,0.07541712
0.3844081,-2.329152,-0.117234886,-2.243504,2.0213263,0.078123435,-0.66074795,-0.2895789,0.49063748,-0.09814671
-0.1993941,0.43870208,-0.81263626,-1.991557,-0.36118865,-0.65595317,2.3866336,-0.91027033,0.059634626,-0.60730016
