0,1,2,3,4,5,6,7,8,9
-1.3836336,-1.0228604,2.1133113,-3.280541,3.726656,-2.67391,1.2466909,-5.761769,1.5674071,-3.5308607
0.9908331,1.4128871,1.0602314,3.517136,0.840884,4.5407095,-4.4472914,2.2089846,-3.7594867,0.49892357
-0.57032907,-0.7461151,-1.3537911,0.4856236,-0.40211418,-0.3292651,0.9694802,-1.8643495,-0.11376104,-1.8853004
-1.2497723,-0.28773773,1.9714901,2.1215405,0.02583319,2.223267,-2.1467543,2.4227521,-2.6070168,-0.13601801
0.23961629,-1.1857735,0.14199293,-1.0307612,0.790044,-0.0064752325,-0.20208737,-0.19001348,-0.4955785,1.0874604
-0.54888344,0.48162323,-0.16764034,-0.6659834,-0.58419603,-1.7473875,1.4503151,-0.072132714,-0.55545104,-1.3627949
1.4715134,-1.2829674,-0.55406666,-0.21683899,-1.6933438,0.1281501,-1.0411255,0.84373194,-1.0057127,-0.09251928
0.6199157,1.2778494,1.6701751,-2.1221325,-1.4087095,-1.6282089,-0.19825564,0.06592175,-1.4578074,-0.43064737
-0.3260172,1.0326641,-0.90507054,1.5900183,-1.1417619,1.3011833,-1.1898242,1.7234263,-2.522002,0.9168894
0.9514007,-2.0774288,1.508816,-0.016155869,-1.1215917,-1.0128223,-1.2030629,-0.4953021,-0.6438797,0.19157854
1.7023989,0.45695078,-0.03727746,-1.8182418,3.3068097,-2.6240659,1.5509709,-0.33708173,5.295016,-1.25347
0.65167093,0.23345433,0.004084319,-1.0009708,1.2378266,0.2176465,-0.74755526,-0.9440321,1.0034406,-0.05511293
-1.9395772,0.050222695,0.47341225,0.018217344,0.6439274,-0.053996563,0.49396336,-1.2919345,0.63843703,0.8033062
0.55582285,-1.6100519,2.3632731,-1.7725364,2.114213,-3.4422154,1.5137589,-4.2052174,2.9333262,-4.8348684
-1.098269,1.7915533,-2.4755743,4.244064,-3.3256202,2.4957302,-5.3862495,1.3699278,-5.466725,2.634327
1.0961388,1.7312335,-0.81504196,0.8958267,-0.739988,0.050467506,1.6056645,1.1027445,0.17452978,1.0981476
-0.84528404,1.7227538,0.975395,0.62261796,0.069414675,-0.103552684,0.9373972,-0.7652773,1.0698594,-0.18007745
0.7599692,1.8251855,-0.16512334,-2.6505103,-0.6367886,-1.2784457,-0.17024532,0.753001,0.338359,-1.9644071
-0.42398816,-0.9961629,0.8077278,0.04886836,0.23375367,0.52637935,-0.8938758,0.27441597,-2.1276276,-0.4118203
0.47853667,0.24723266,1.5774186,-0.81561184,3.3054905,-1.6587849,2.8041627,-2.68476,0.19284284,-1.6770525
