0,1,2,3,4,5,6,7,8,9
0.5509011,1.402896,-0.5440032,-0.22983712,0.23110539,-0.157137,1.391371,-0.23320156,-1.5602636,0.4828322
0.259839,-0.1738222,-0.7820981,-0.4448865,-0.61491084,0.27452114,0.15519245,0.23198706,0.11216752,-0.14733377
0.7462225,-0.3816492,-1.1291828,-0.4552737,1.4878516,0.07222414,-1.6139513,-0.25620082,2.5724242,-2.4622781
-1.0884067,-0.4149151,0.46426362,-0.05704802,-0.78748906,-0.381696,0.45568287,-0.5831373,-0.058469027,0.7996341
-0.20781763,0.5841127,-0.00014612451,-0.1440562,0.62944186,-1.0317163,0.5886404,0.15077722,-0.15681349,-0.46822345
0.3065461,0.010603607,-0.0608296,-3.9949547e-05,0.9751916,-1.2124382,0.6459839,0.24473655,0.57599664,0.29542938
-0.81165624,0.14567673,0.37911758,0.07731372,-0.65327626,0.3302323,0.0065846667,0.22114292,0.13119587,-0.46150094
0.5663154,-1.6205134,-1.45836,0.80466783,0.38832453,-0.684342,0.04830751,-1.9380289,0.59372187,1.5838351
1.19205,-0.15469894,-0.18043591,-0.56404984,-0.8310423,1.1044893,-0.81140554,0.40900338,-0.21366191,0.17876805
0.31523365,1.0825334,-0.15901056,-1.266909,0.058323354,0.1492933,0.5330416,-0.87331694,0.9372408,0.77082545
-0.9924541,-0.31426737,0.16438939,0.7517917,-0.11654288,-1.4732791,0.09555169,1.5651844,-0.86251056,-0.7933864
-1.4078373,0.5201852,1.6710451,-0.67340493,-0.289298,-0.45234576,0.07087103,-0.51911235,-0.65253806,-0.3106023
