0,1,2,3,4,5,6,7,8,9
-0.9430043,-0.020593584,1.5412611,0.5503425,1.6289834,1.0313947,0.1391173,-0.76889896,-0.18934742,-1.7236016
-1.5001537,0.63916546,-1.0730499,2.2190871,1.3958735,1.482544,-1.0269555,3.0706177,-0.0867634,2.7919478
-0.512723,-0.47157592,-0.7120319,1.4753191,0.0459906,1.0106591,1.4176493,0.07651605,-0.26727936,0.13295591
0.60580397,1.0424211,1.525249,0.33319318,0.8385825,-0.41695157,2.01744,-2.181793,1.9044287,-2.2665756
0.03150065,1.1779541,-0.130606,1.0465829,-0.26263785,-0.33565468,-0.54231656,-0.93839025,-0.8568105,1.1889322
0.0536058,0.8334714,-0.60267806,-0.15750478,-1.3151586,0.39344585,0.18862927,1.132912,-0.102652654,0.0351652
0.12869897,0.48356986,-1.3627499,-0.53846276,-1.4639101,0.072173715,-2.3391957,-0.19139862,-3.1987467,1.0381466
-0.06435688,-0.15144952,-0.6713252,-1.2284254,-1.2398566,-1.2306601,1.3203561,1.051754,0.06987097,0.75180024
-1.0977721,-1.0921109,-0.6744759,1.2011166,-0.6415658,0.09997493,-0.44060358,1.3780472,-0.7134836,2.3377888
0.18107693,-1.176389,0.83866876,-1.5353085,-0.34598666,0.5498843,-0.6075127,-1.096239,-0.7779117,-0.42055237
0.04577674,-0.6040298,0.43136442,-0.8717126,-1.0333089,-1.2599498,0.18684435,-1.3274227,-0.23093672,-1.2512383
-1.515084,-1.1101707,-0.38792932,-0.80989206,1.155531,-0.49888694,1.8072089,-0.7101096,0.5878919,0.40950325
0.1018117,-0.8844203,-0.2641964,1.0046778,2.9305801,-1.6823881,1.3699206,0.81621337,0.372828,-0.6184665
-0.8353659,-0.02198559,-0.19122976,0.28728175,1.1516509,0.68947756,0.047511578,2.309363,-1.3565055,0.048288226
0.001848247,-2.7046113,-1.7109818,-0.42463267,2.2286727,-2.3194842,2.777669,-1.4381225,2.0724888,1.5528475
1.9420264,1.6654019,-0.5570601,0.8676293,0.39523464,1.2200019,-0.5907196,1.1792336,-1.7531841,1.8038945
1.73336,1.537874,0.8883096,-0.8714403,-0.21707547,-0.9660742,2.1570468,-2.5797477,-1.0029544,3.0073733
-1.724867,-0.2138735,0.7955443,0.2246243,-0.22118285,0.6250447,1.3646843,-0.09493083,-2.2025344,-0.05806105
-0.018631931,0.5226914,-0.14882529,-0.34782937,1.1210105,-0.120103896,-0.8457879,0.671455,1.2275118,0.46473473
-0.6470821,0.6774922,0.8563732,-0.74782836,-0.0598728,1.2935616,-0.002074629,0.2201618,0.469642,-0.3446722
0.93669665,0.13898826,0.16843335,-0.6188738,0.36980838,0.5996859,-0.73046786,0.80064243,-2.3995168,-0.32101792
-1.2711661,0.21915647,-0.09524548,0.1441222,-0.004172516,1.3894585,0.085141525,-0.4320649,-0.07849642,-0.71942544
0.52782565,-2.1014333,-2.1856294,0.87352455,1.1358032,-0.65058655,1.626249,-2.9794602,2.6685646,-0.94349813
2.810882,-1.9748783,1.1362152,-0.4825939,-0.2668257,0.48811588,-1.1462965,0.2215617,-0.09519386,0.33835632
